index,locationId,locationName,publicLocationName,latitude,longitude,currentTime,isDaytime,relativeHumidity,uvIndex,thunderstormProbability,cloudCover,timeZone_id,weatherCondition_iconBaseUri,weatherCondition_description_text,weatherCondition_description_languageCode,weatherCondition_type,temperature_degrees,temperature_unit,feelsLikeTemperature_degrees,feelsLikeTemperature_unit,dewPoint_degrees,dewPoint_unit,heatIndex_degrees,heatIndex_unit,windChill_degrees,windChill_unit,precipitation_probability_percent,precipitation_probability_type,precipitation_snowQpf_quantity,precipitation_snowQpf_unit,precipitation_qpf_quantity,precipitation_qpf_unit,airPressure_meanSeaLevelMillibars,wind_direction_degrees,wind_direction_cardinal,wind_speed_value,wind_speed_unit,wind_gust_value,wind_gust_unit,visibility_distance,visibility_unit,currentConditionsHistory_temperatureChange_degrees,currentConditionsHistory_temperatureChange_unit,currentConditionsHistory_maxTemperature_degrees,currentConditionsHistory_maxTemperature_unit,currentConditionsHistory_minTemperature_degrees,currentConditionsHistory_minTemperature_unit,currentConditionsHistory_snowQpf_quantity,currentConditionsHistory_snowQpf_unit,currentConditionsHistory_qpf_quantity,currentConditionsHistory_qpf_unit,error_code,error_message,error_status,dateTimeLocalFetch,time
856,84195,"Salakham Secondary School - Hadxaifong District, Vientiane Capital","Salakham Secondary School - Hadxaifong District, Vientiane Capital",17.880817,102.648658,2025-06-27T17:00:09.689650019Z,0.0,89.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,25.6,CELSIUS,28.7,CELSIUS,23.7,CELSIUS,28.7,CELSIUS,25.6,CELSIUS,50.0,RAIN,0.0,MILLIMETERS,2.2428,MILLIMETERS,1007.8,65.0,EAST_NORTHEAST,5.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS_PER_HOUR,13.0,KILOMETERS,1.4,CELSIUS,28.9,CELSIUS,24.2,CELSIUS,0.0,MILLIMETERS,33.6143,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1059,90402,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,2025-06-27T17:00:10.970989756Z,0.0,86.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,25.4,CELSIUS,28.1,CELSIUS,22.8,CELSIUS,28.1,CELSIUS,25.4,CELSIUS,50.0,RAIN,0.0,MILLIMETERS,1.6002,MILLIMETERS,1007.9,65.0,EAST_NORTHEAST,3.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS_PER_HOUR,16.0,KILOMETERS,1.5,CELSIUS,29.7,CELSIUS,23.9,CELSIUS,0.0,MILLIMETERS,30.1879,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1060,90411,d83bda1bc98c Phongsaly - Phongsaly,d83bda1bc98c Phongsaly - Phongsaly,21.695,102.085,2025-06-27T17:00:12.255286610Z,0.0,99.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,21.4,CELSIUS,24.3,CELSIUS,21.3,CELSIUS,24.3,CELSIUS,21.4,CELSIUS,45.0,RAIN,0.0,MILLIMETERS,0.7722,MILLIMETERS,1007.5,135.0,SOUTHEAST,3.0,KILOMETERS_PER_HOUR,6.0,KILOMETERS_PER_HOUR,5.0,KILOMETERS,0.30000000000000004,CELSIUS,23.7,CELSIUS,20.7,CELSIUS,0.0,MILLIMETERS,26.8249,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1061,90412,May - Phongsaly,May - Phongsaly,21.172583,102.722705,2025-06-27T17:00:13.583714287Z,0.0,91.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,20.6,CELSIUS,23.2,CELSIUS,19.3,CELSIUS,23.2,CELSIUS,20.6,CELSIUS,50.0,RAIN,0.0,MILLIMETERS,1.5621,MILLIMETERS,1008.55,205.0,SOUTH_SOUTHWEST,3.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS,0.7000000000000001,CELSIUS,23.4,CELSIUS,19.9,CELSIUS,0.0,MILLIMETERS,20.0559,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1062,90413,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,2025-06-27T17:00:14.869509659Z,0.0,95.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,19.8,CELSIUS,22.5,CELSIUS,19.1,CELSIUS,22.5,CELSIUS,19.8,CELSIUS,50.0,RAIN,0.0,MILLIMETERS,2.0803,MILLIMETERS,1008.3,180.0,SOUTH,2.0,KILOMETERS_PER_HOUR,3.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS,0.7000000000000001,CELSIUS,23.0,CELSIUS,18.7,CELSIUS,0.0,MILLIMETERS,26.9826,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1063,90414,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,2025-06-27T17:00:16.156480516Z,0.0,100.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/showers,Rain,en,RAIN,11.2,CELSIUS,16.5,CELSIUS,11.2,CELSIUS,16.5,CELSIUS,11.2,CELSIUS,55.0,RAIN,0.0,MILLIMETERS,2.1006,MILLIMETERS,1008.29,180.0,SOUTH,5.0,KILOMETERS_PER_HOUR,19.0,KILOMETERS_PER_HOUR,3.0,KILOMETERS,-0.2,CELSIUS,13.9,CELSIUS,10.0,CELSIUS,0.0,MILLIMETERS,28.0492,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1064,90415,Boon Neua - Phongsaly,Boon Neua - Phongsaly,21.656203,101.907985,2025-06-27T17:00:17.426685156Z,0.0,95.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,21.5,CELSIUS,24.3,CELSIUS,20.8,CELSIUS,24.3,CELSIUS,21.5,CELSIUS,45.0,RAIN,0.0,MILLIMETERS,0.9271,MILLIMETERS,1008.0,180.0,SOUTH,5.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS,-0.30000000000000004,CELSIUS,25.7,CELSIUS,21.5,CELSIUS,0.0,MILLIMETERS,16.7867,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1065,90419,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,2025-06-27T17:00:18.708937102Z,0.0,95.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,22.3,CELSIUS,24.8,CELSIUS,21.5,CELSIUS,24.8,CELSIUS,22.3,CELSIUS,45.0,RAIN,0.0,MILLIMETERS,0.7772,MILLIMETERS,1007.39,203.0,SOUTH_SOUTHWEST,5.0,KILOMETERS_PER_HOUR,8.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS,-0.1,CELSIUS,27.5,CELSIUS,22.1,CELSIUS,0.0,MILLIMETERS,18.1431,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1066,90421,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,2025-06-27T17:00:20.041166537Z,0.0,95.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,22.3,CELSIUS,24.8,CELSIUS,21.5,CELSIUS,24.8,CELSIUS,22.3,CELSIUS,45.0,RAIN,0.0,MILLIMETERS,0.7772,MILLIMETERS,1007.39,203.0,SOUTH_SOUTHWEST,5.0,KILOMETERS_PER_HOUR,8.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS,-0.1,CELSIUS,27.5,CELSIUS,22.1,CELSIUS,0.0,MILLIMETERS,18.1431,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
1067,90424,"La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ","La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ",20.870865,102.110246,2025-06-27T17:00:21.333348770Z,0.0,95.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,20.5,CELSIUS,23.1,CELSIUS,19.7,CELSIUS,23.1,CELSIUS,20.5,CELSIUS,50.0,RAIN,0.0,MILLIMETERS,2.0803,MILLIMETERS,1008.3,180.0,SOUTH,2.0,KILOMETERS_PER_HOUR,3.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS,0.8,CELSIUS,23.7,CELSIUS,19.3,CELSIUS,0.0,MILLIMETERS,26.9826,MILLIMETERS,,,,2025-06-28 00:00:05.576000+07:00,0000
