time,dateTimeLocalFetch,timestamp,timezone,locationId,province_pcode,province_en,province_lo,district_pcode,district_en,district_lo,locationName,publicLocationName,latitude,longitude,pm01,pm02,pm10,pm003Count,atmp,rhum,rco2,tvoc,tvocIndex,noxIndex,heatindex,publicContributorName,publicPlaceUrl
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:45+07:00,Asia/Bangkok,84195,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0107,Hatxayfong,ຫາດຊາຍຟອງ,"Salakham Secondary School - Hadxaifong District, Vientiane Capital","Salakham Secondary School - Hadxaifong District, Vientiane Capital",17.880817,102.648658,10.0,24.0,24.3,440.0,29.7,58.0,,104.8,111.0,1.0,37.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:04+07:00,Asia/Bangkok,90402,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0106,Xaithani,ໄຊທານີ,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,15.0,24.8,26.2,986.0,30.8,55.0,,126.8,133.0,1.0,41.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:37+07:00,Asia/Bangkok,90407,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0102,Sikhottabong,ສີໂຄດຕະບອງ,"Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ","Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ",18.024146,102.520739,5.1,6.4,7.1,574.0,30.5,55.0,,79.5,85.0,1.0,40.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:29+07:00,Asia/Bangkok,90411,LA02,Phongsali,ຜົ້ງສາລີ,LA0201,Phongsali,ຜົ້ງສາລີ,d83bda1bc98c Phongsaly - Phongsaly,d83bda1bc98c Phongsaly - Phongsaly,21.695,102.085,17.9,23.9,25.1,994.0,26.2,54.0,,94.0,100.0,1.0,26.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-18 00:00:03+07:00,Asia/Bangkok,90412,LA02,Phongsali,ຜົ້ງສາລີ,LA0202,Mai,ໃໝ່,May - Phongsaly,May - Phongsaly,21.172583,102.722705,0.5,2.5,3.6,310.0,26.7,59.0,,70.0,74.0,1.0,29.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:43+07:00,Asia/Bangkok,90413,LA02,Phongsali,ຜົ້ງສາລີ,LA0203,Khoua,ຂວາ,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,1.4,2.7,3.5,293.0,27.5,59.0,,134.1,140.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:09+07:00,Asia/Bangkok,90414,LA02,Phongsali,ຜົ້ງສາລີ,LA0204,Samphan,ສຳພັນ,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,,,,315.0,26.1,62.0,,97.8,104.0,1.0,27.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:35+07:00,Asia/Bangkok,90415,LA02,Phongsali,ຜົ້ງສາລີ,LA0205,Bounnua,ບຸນເໜືອ,Boon Neua - Phongsaly,Boon Neua - Phongsaly,21.656203,101.907985,28.0,42.3,52.7,2039.0,27.3,57.0,,283.7,257.0,2.0,30.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:38+07:00,Asia/Bangkok,90419,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0303,Long,ລອງ,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,8.7,18.6,22.3,794.0,28.8,58.0,,115.5,122.0,1.0,35.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-18 00:00:03.464000+07:00,2026-05-17 23:59:40+07:00,Asia/Bangkok,90421,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0302,Sing,ສິງ,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,4.7,12.0,14.3,552.0,28.3,55.0,,43.2,43.0,2.0,32.0,UNICEF ,https://www.unicef.org/laos/
