time,dateTimeLocalFetch,timestamp,timezone,locationId,province_pcode,province_en,province_lo,district_pcode,district_en,district_lo,locationName,publicLocationName,latitude,longitude,pm01,pm02,pm10,pm003Count,atmp,rhum,rco2,tvoc,tvocIndex,noxIndex,heatindex,publicContributorName,publicPlaceUrl
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:54+07:00,Asia/Bangkok,90402,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0106,Xaithani,ໄຊທານີ,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,111.8,195.8,218.3,8858.0,28.4,66.0,,728.4,425.0,1.0,35.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:39+07:00,Asia/Bangkok,90407,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0102,Sikhottabong,ສີໂຄດຕະບອງ,"Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ","Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ",18.024146,102.520739,4.8,8.7,8.7,539.0,29.3,60.0,,103.6,110.0,1.0,37.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:37+07:00,Asia/Bangkok,90410,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0105,Naxaythong,ນາຊາຍທອງ,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ","Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",18.068595,102.535866,15.5,25.0,26.3,975.0,28.5,65.0,,128.4,135.0,1.0,35.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:38+07:00,Asia/Bangkok,90412,LA02,Phongsali,ຜົ້ງສາລີ,LA0202,Mai,ໃໝ່,May - Phongsaly,May - Phongsaly,21.172583,102.722705,21.1,32.1,37.4,1155.0,28.1,59.0,,64.8,68.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:16+07:00,Asia/Bangkok,90413,LA02,Phongsali,ຜົ້ງສາລີ,LA0203,Khoua,ຂວາ,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,20.0,28.3,29.8,1082.0,28.4,61.0,,68.2,72.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:30+07:00,Asia/Bangkok,90414,LA02,Phongsali,ຜົ້ງສາລີ,LA0204,Samphan,ສຳພັນ,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,,,,2886.0,28.1,60.0,,46.3,47.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:05+07:00,Asia/Bangkok,90415,LA02,Phongsali,ຜົ້ງສາລີ,LA0205,Bounnua,ບຸນເໜືອ,Boon Neua - Phongsaly,Boon Neua - Phongsaly,21.656203,101.907985,10.3,21.9,24.5,749.0,25.9,62.0,,45.7,46.0,1.0,26.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:38+07:00,Asia/Bangkok,90419,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0303,Long,ລອງ,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,3.1,5.8,6.5,418.0,27.5,61.0,,83.9,89.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:19+07:00,Asia/Bangkok,90421,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0302,Sing,ສິງ,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,6.7,18.7,18.7,729.0,27.7,55.0,,59.4,62.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-09-10 00:00:03.420000+07:00,2026-09-09 23:59:44+07:00,Asia/Bangkok,90422,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0305,Naleh,ນາແລ,Nalae - Louangnamtha,Nalae - Louangnamtha,20.536617,101.447461,0.0,1.7,2.8,204.0,27.0,59.0,,97.6,104.0,1.0,30.0,UNICEF ,https://www.unicef.org/laos/
