time,dateTimeLocalFetch,timestamp,timezone,locationId,province_pcode,province_en,province_lo,district_pcode,district_en,district_lo,locationName,publicLocationName,latitude,longitude,pm01,pm02,pm10,pm003Count,atmp,rhum,rco2,tvoc,tvocIndex,noxIndex,heatindex,publicContributorName,publicPlaceUrl
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:13+07:00,Asia/Bangkok,84195,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0107,Hatxayfong,ຫາດຊາຍຟອງ,"Salakham Secondary School - Hadxaifong District, Vientiane Capital","Salakham Secondary School - Hadxaifong District, Vientiane Capital",17.880817,102.648658,27.5,42.5,50.0,1012.0,28.0,65.0,,57.7,60.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:49+07:00,Asia/Bangkok,90402,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0106,Xaithani,ໄຊທານີ,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,65.2,105.4,116.3,3825.0,28.6,65.0,,493.4,360.0,1.0,36.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-24 00:00:01+07:00,Asia/Bangkok,90407,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0102,Sikhottabong,ສີໂຄດຕະບອງ,"Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ","Chansavang Secondary School - Sikhottabong, Vientiane Capital ມັດທະຍົມ ຈັນສະຫວ່າງ",18.024146,102.520739,11.3,20.8,23.8,820.0,28.7,64.0,,144.8,150.0,1.0,36.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:19+07:00,Asia/Bangkok,90410,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0105,Naxaythong,ນາຊາຍທອງ,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ","Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",18.068595,102.535866,6.6,14.4,17.8,651.0,28.5,64.0,,115.6,122.0,1.0,35.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:15+07:00,Asia/Bangkok,90411,LA02,Phongsali,ຜົ້ງສາລີ,LA0201,Phongsali,ຜົ້ງສາລີ,d83bda1bc98c Phongsaly - Phongsaly,d83bda1bc98c Phongsaly - Phongsaly,21.695,102.085,2.4,5.5,6.1,381.0,25.2,57.0,,67.3,71.0,1.0,25.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:31+07:00,Asia/Bangkok,90412,LA02,Phongsali,ຜົ້ງສາລີ,LA0202,Mai,ໃໝ່,May - Phongsaly,May - Phongsaly,21.172583,102.722705,2.2,5.1,6.6,390.0,28.2,61.0,,64.7,68.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:54+07:00,Asia/Bangkok,90413,LA02,Phongsali,ຜົ້ງສາລີ,LA0203,Khoua,ຂວາ,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,2.3,6.7,6.9,430.0,28.6,60.0,,110.5,117.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:55+07:00,Asia/Bangkok,90414,LA02,Phongsali,ຜົ້ງສາລີ,LA0204,Samphan,ສຳພັນ,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,,,,510.0,27.3,63.0,,104.4,111.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:34+07:00,Asia/Bangkok,90415,LA02,Phongsali,ຜົ້ງສາລີ,LA0205,Bounnua,ບຸນເໜືອ,Boon Neua - Phongsaly,Boon Neua - Phongsaly,21.656203,101.907985,3.8,9.4,11.3,478.0,26.1,62.0,,83.6,89.0,1.0,27.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:41+07:00,Asia/Bangkok,90419,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0303,Long,ລອງ,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,4.2,8.8,10.6,507.0,27.9,60.0,,127.8,134.0,1.0,32.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:39+07:00,Asia/Bangkok,90421,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0302,Sing,ສິງ,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,6.0,14.7,17.5,675.0,27.9,55.0,,61.1,64.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:39+07:00,Asia/Bangkok,90422,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0305,Naleh,ນາແລ,Nalae - Louangnamtha,Nalae - Louangnamtha,20.536617,101.447461,0.0,2.2,3.5,259.0,27.2,60.0,,47.4,48.0,1.0,30.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:25+07:00,Asia/Bangkok,90425,LA04,Oudomxai,ອຸດົມໄຊ,LA0403,Namoh,ນາໝໍ້,"Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້","Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້",20.914061,101.764456,3.2,7.8,10.2,439.0,27.2,61.0,,112.5,119.0,1.0,30.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:36+07:00,Asia/Bangkok,90427,LA04,Oudomxai,ອຸດົມໄຊ,LA0405,Beng,ແບງ,Beng - Oudomxai,Beng - Oudomxai,20.296295,101.639666,0.0,2.0,3.3,281.0,30.0,50.0,,108.5,115.0,1.0,36.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:04+07:00,Asia/Bangkok,90428,LA04,Oudomxai,ອຸດົມໄຊ,LA0406,Houn,ຮຸນ,"Hoon Secondary School - Hoon, Oudomxay ມັດທະຍົມ ເມືອງຮຸນ","Hoon Secondary School - Hoon, Oudomxay ມັດທະຍົມ ເມືອງຮຸນ",20.146431,101.467765,17.7,23.1,27.3,3245.0,28.4,58.0,,45.5,46.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:56+07:00,Asia/Bangkok,90429,LA04,Oudomxai,ອຸດົມໄຊ,LA0407,Pakbeng,ປາກແບງ,Pakbeng - Oudomxai,Pakbeng - Oudomxai,19.910426,101.155815,,,,322.0,28.3,62.0,,67.7,71.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-24 00:00:02+07:00,Asia/Bangkok,90430,LA05,Bokeo,ບໍ່ແກ້ວ,LA0501,Houayxay,ຫ້ວຍຊາຍ,"Nampook Secondary School - Huoixai, Bokeo ມັດທະຍົມສົມບູນ ນ້ຳປຸກ","Nampook Secondary School - Huoixai, Bokeo ມັດທະຍົມສົມບູນ ນ້ຳປຸກ",20.217811,100.565439,3.5,9.0,13.5,1052.0,27.2,65.0,,54.8,57.0,1.0,31.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:28+07:00,Asia/Bangkok,90432,LA05,Bokeo,ບໍ່ແກ້ວ,LA0503,Meung,ເມິງ,Meung - Bokeo,Meung - Bokeo,20.565749,100.592003,3.1,5.8,6.7,379.0,26.8,62.0,,83.6,89.0,1.0,29.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:45+07:00,Asia/Bangkok,90433,LA05,Bokeo,ບໍ່ແກ້ວ,LA0504,Pha-oudom,ຜາອຸດົມ,Pha Oudom - Bokeo,Pha Oudom - Bokeo,20.086216,100.831707,0.0,1.5,1.5,218.0,28.2,60.0,,52.5,54.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:18+07:00,Asia/Bangkok,90434,LA05,Bokeo,ບໍ່ແກ້ວ,LA0505,Paktha,ປາກທາ,Paktha - Bokeo,Paktha - Bokeo,20.105423,100.597269,5.3,11.8,14.3,536.0,28.7,60.0,,96.8,103.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:42+07:00,Asia/Bangkok,90435,LA06,Louangphabang,ຫຼວງພະບາງ,LA0601,Louangphabang City,ນະຄອນ ຫຼວງພະບາງ,"Santiphab Secondary School - Luangprabang, Luangprabang ມັດທະຍົມ ສັນຕິພາບ","Santiphab Secondary School - Luangprabang, Luangprabang ມັດທະຍົມ ສັນຕິພາບ",19.880332,102.139832,6.7,12.0,17.4,611.0,28.3,63.0,,181.4,182.0,1.0,34.0,UNICEF ,https://www.unicef.org/laos/
0000,2026-05-24 00:00:03.533000+07:00,2026-05-23 23:59:50+07:00,Asia/Bangkok,90437,LA06,Louangphabang,ຫຼວງພະບາງ,LA0607,Pakxeng,ປາກແຊງ,"PakXeng Secondary School - PakXeng, Luangprabang ມັດທະຍົມສົມບູນ ປາກແຊງ","PakXeng Secondary School - PakXeng, Luangprabang ມັດທະຍົມສົມບູນ ປາກແຊງ",20.174492,102.675657,1.3,4.3,5.5,352.0,28.1,60.0,,64.4,68.0,1.0,33.0,UNICEF ,https://www.unicef.org/laos/
