time,dateTimeLocalFetch,timestamp,timezone,locationId,province_pcode,province_en,province_lo,district_pcode,district_en,district_lo,locationName,publicLocationName,latitude,longitude,pm01,pm02,pm10,pm003Count,atmp,rhum,rco2,tvoc,tvocIndex,noxIndex,heatindex,publicContributorName,publicPlaceUrl
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:27+00:00,Asia/Bangkok,84195,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0107,Hatxayfong,ຫາດຊາຍຟອງ,"Salakham Secondary School - Hadxaifong District, Vientiane Capital","Salakham Secondary School - Hadxaifong District, Vientiane Capital",17.880817,102.648658,73.5,107.58,116.33,5817.33,24.1,56.38,,283.73944,257.0,1.0,23.3,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:24+00:00,Asia/Bangkok,90402,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0106,Xaithani,ໄຊທານີ,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,50.33,75.08,80.33,4042.75,25.97,50.3,,269.90402,248.0,1.0,26.1,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:48+00:00,Asia/Bangkok,90405,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0109,Pakngum,ປາກງື່ມ,Mayparkngum - Vientiane Capital,Mayparkngum - Vientiane Capital,18.185205,103.05687,36.5,56.08,69.25,2912.75,24.11,52.16,,281.0097,255.25,1.0,23.3,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:42+00:00,Asia/Bangkok,90410,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0105,Naxaythong,ນາຊາຍທອງ,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ","Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",18.068595,102.535866,28.08,42.67,51.75,1976.17,24.65,51.92,,135.17764,141.0,1.0,23.9,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:34+00:00,Asia/Bangkok,90412,LA02,Phongsali,ຜົ້ງສາລີ,LA0202,Mai,ໃໝ່,May - Phongsaly,May - Phongsaly,21.172583,102.722705,8.5,19.25,20.25,718.92,20.52,53.45,,52.498493,54.0,1.0,18.9,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:14+00:00,Asia/Bangkok,90413,LA02,Phongsali,ຜົ້ງສາລີ,LA0203,Khoua,ຂວາ,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,10.83,21.42,24.67,862.33,22.66,53.47,,78.65033,83.58,1.0,21.7,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:32+00:00,Asia/Bangkok,90414,LA02,Phongsali,ຜົ້ງສາລີ,LA0204,Samphan,ສຳພັນ,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,9.75,20.75,23.5,780.08,20.7,60.13,,64.65311,68.0,1.0,19.4,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:32+00:00,Asia/Bangkok,90419,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0303,Long,ລອງ,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,13.75,24.25,26.92,921.92,19.95,55.21,,43.212578,43.0,1.0,18.3,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:13+00:00,Asia/Bangkok,90421,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0302,Sing,ສິງ,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,39.0,57.33,70.42,3167.83,18.71,53.72,,86.43402,92.0,1.0,17.2,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:17+00:00,Asia/Bangkok,90422,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0305,Naleh,ນາແລ,Nalae - Louangnamtha,Nalae - Louangnamtha,20.536617,101.447461,4.0,7.67,7.67,523.33,22.14,52.37,,15.859884,9.0,1.0,21.1,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:54+00:00,Asia/Bangkok,90424,LA04,Oudomxai,ອຸດົມໄຊ,LA0402,La,ຫຼາ,"La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ","La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ",20.870865,102.110246,12.17,22.83,23.83,387.5,21.14,52.04,,55.07069,57.0,1.0,20.0,UNICEF ,https://www.unicef.org/laos/
0000,2025-12-03 00:00:01.935000+07:00,2025-12-02 16:59:53+00:00,Asia/Bangkok,90425,LA04,Oudomxai,ອຸດົມໄຊ,LA0403,Namoh,ນາໝໍ້,"Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້","Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້",20.914061,101.764456,25.83,35.33,45.0,1620.75,17.21,58.72,,55.07069,57.0,1.0,15.0,UNICEF ,https://www.unicef.org/laos/
