time,dateTimeLocalFetch,timestamp,timezone,locationId,province_pcode,province_en,province_lo,district_pcode,district_en,district_lo,locationName,publicLocationName,latitude,longitude,pm01,pm02,pm10,pm003Count,atmp,rhum,rco2,tvoc,tvocIndex,noxIndex,heatindex,publicContributorName,publicPlaceUrl
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:32+00:00,Asia/Bangkok,84195,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0107,Hatxayfong,ຫາດຊາຍຟອງ,"Salakham Secondary School - Hadxaifong District, Vientiane Capital","Salakham Secondary School - Hadxaifong District, Vientiane Capital",17.880817,102.648658,8.33,20.67,21.58,773.58,27.72,47.55,,77.36225,82.17,1.0,29.6,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:49+00:00,Asia/Bangkok,90402,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0106,Xaithani,ໄຊທານີ,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,11.67,22.92,23.75,848.25,29.0,45.81,,97.80866,104.0,1.0,32.0,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:14+00:00,Asia/Bangkok,90405,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0109,Pakngum,ປາກງື່ມ,Mayparkngum - Vientiane Capital,Mayparkngum - Vientiane Capital,18.185205,103.05687,3.75,8.17,10.67,512.42,26.35,54.74,,39.33754,38.33,1.0,26.6,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:32+00:00,Asia/Bangkok,90410,LA01,Vientiane Capital,ນະຄອນຫຼວງ ວຽງຈັນ,LA0105,Naxaythong,ນາຊາຍທອງ,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ","Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",18.068595,102.535866,18.08,27.0,29.25,1058.92,27.53,51.25,,133.40982,139.33,1.0,29.8,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:29+00:00,Asia/Bangkok,90411,LA02,Phongsali,ຜົ້ງສາລີ,LA0201,Phongsali,ຜົ້ງສາລີ,d83bda1bc98c Phongsaly - Phongsaly,d83bda1bc98c Phongsaly - Phongsaly,21.695,102.085,2.5,7.25,7.67,398.83,21.75,49.16,,58.89224,61.42,2.0,20.6,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:52+00:00,Asia/Bangkok,90412,LA02,Phongsali,ຜົ້ງສາລີ,LA0202,Mai,ໃໝ່,May - Phongsaly,May - Phongsaly,21.172583,102.722705,1.83,5.92,6.17,378.08,26.37,50.66,,37.418774,36.0,1.0,26.5,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:33+00:00,Asia/Bangkok,90413,LA02,Phongsali,ຜົ້ງສາລີ,LA0203,Khoua,ຂວາ,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,5.75,12.33,15.67,592.17,23.96,55.95,,39.89108,39.0,1.0,23.3,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:29+00:00,Asia/Bangkok,90414,LA02,Phongsali,ຜົ້ງສາລີ,LA0204,Samphan,ສຳພັນ,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,3.17,5.42,5.67,420.08,24.81,53.83,,40.71875,40.0,1.0,24.6,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:14+00:00,Asia/Bangkok,90419,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0303,Long,ລອງ,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,5.83,9.92,12.5,618.83,25.3,51.62,,79.95195,85.0,1.0,25.2,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:15+00:00,Asia/Bangkok,90421,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0302,Sing,ສິງ,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,12.42,25.0,27.08,884.08,23.05,55.84,,32.521652,30.0,1.0,22.2,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:50+00:00,Asia/Bangkok,90422,LA03,Louangnamtha,ຫຼວງນ້ຳທາ,LA0305,Naleh,ນາແລ,Nalae - Louangnamtha,Nalae - Louangnamtha,20.536617,101.447461,2.25,4.75,4.75,368.83,23.44,56.98,,46.563213,47.0,1.0,22.8,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:03+00:00,Asia/Bangkok,90424,LA04,Oudomxai,ອຸດົມໄຊ,LA0402,La,ຫຼາ,"La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ","La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ",20.870865,102.110246,2.5,6.5,7.5,215.83,25.65,52.14,,69.089516,73.0,1.0,25.7,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:05+00:00,Asia/Bangkok,90425,LA04,Oudomxai,ອຸດົມໄຊ,LA0403,Namoh,ນາໝໍ້,"Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້","Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້",20.914061,101.764456,6.17,9.92,11.67,555.92,21.81,60.13,,48.24962,49.0,1.0,20.6,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:33+00:00,Asia/Bangkok,90427,LA04,Oudomxai,ອຸດົມໄຊ,LA0405,Beng,ແບງ,Beng - Oudomxai,Beng - Oudomxai,20.296295,101.639666,1.0,2.92,3.17,291.08,25.35,46.35,,43.212578,43.0,1.0,25.1,UNICEF ,https://www.unicef.org/laos/
0000,2025-10-23 00:00:01.461000+07:00,2025-10-22 16:59:32+00:00,Asia/Bangkok,90428,LA04,Oudomxai,ອຸດົມໄຊ,LA0406,Houn,ຮຸນ,"Hoon Secondary School - Hoon, Oudomxay ມັດທະຍົມ ເມືອງຮຸນ","Hoon Secondary School - Hoon, Oudomxay ມັດທະຍົມ ເມືອງຮຸນ",20.146431,101.467765,14.92,19.67,21.25,2526.33,27.78,46.11,,232.53883,222.0,1.0,29.5,UNICEF ,https://www.unicef.org/laos/
